date,close,Mkt-RF,SMB,HML,RMW,CMA
2015-07-23,49.85,-0.6,-0.38,-0.34,-0.05,-0.04
2015-07-24,49.49,-1.08,-0.66,-0.02,0.0,-0.02
2015-07-27,49.48,-0.74,-0.25,0.08,0.08,0.38
2015-07-28,48.85,1.23,-0.33,-0.11,0.06,0.15
2015-07-29,48.4,0.74,-0.22,0.52,0.88,0.3
2015-07-30,48.55,0.12,0.19,-0.26,0.1,-0.13
2015-07-31,48.98,-0.15,0.73,-0.99,0.24,-0.06
2015-08-03,48.48,-0.35,-0.33,-0.16,0.07,0.04
2015-08-04,48.85,-0.14,0.04,-0.19,-0.03,0.19
2015-08-05,48.61,0.36,-0.07,-0.45,0.01,-0.06
2015-08-06,48.28,-0.88,-0.37,1.99,0.23,0.74
2015-08-07,48.31,-0.36,-0.4,-0.35,0.32,0.18
2015-08-10,48.39,1.32,0.19,0.69,0.22,0.04
2015-08-11,48.21,-0.98,-0.06,0.43,0.1,0.08
2015-08-12,47.86,0.07,-0.19,-0.28,-0.11,-0.16
2015-08-13,47.66,-0.14,-0.4,0.01,0.13,-0.09
2015-08-14,47.47,0.43,0.13,0.43,-0.09,0.06
2015-08-17,48.69,0.6,0.35,-0.87,-0.21,-0.43
2015-08-18,47.73,-0.35,-0.61,0.35,0.36,0.1
2015-08-19,47.91,-0.85,-0.2,-0.22,-0.13,-0.03
2015-08-20,46.38,-2.24,-0.21,0.6,0.59,0.67
2015-08-21,45.02,-2.95,1.8,0.14,-0.72,0.84
2015-08-24,43.53,-3.9,0.27,-0.43,0.41,0.12
2015-08-25,42.56,-1.17,0.57,-0.61,-0.27,-0.64
2015-08-26,44.25,3.68,-1.43,-0.38,0.19,-0.69
2015-08-27,45.86,2.4,-0.61,0.6,-0.28,-0.24
2015-08-28,45.78,0.23,0.98,0.08,-0.16,0.08
2015-08-31,44.87,-0.74,0.9,1.42,0.11,0.5
2015-09-01,43.98,-2.91,0.26,-0.5,-0.03,0.08
2015-09-02,45.12,1.81,-0.32,-0.93,0.21,-0.69
2015-09-03,44.53,0.17,-0.17,0.73,0.35,0.75
2015-09-04,44.01,-1.39,0.82,-0.58,-0.07,-0.46
2015-09-08,44.89,2.52,-0.41,-0.56,-0.06,-0.29
2015-09-09,43.95,-1.34,0.17,0.11,0.18,0.01
2015-09-10,44.34,0.49,-0.2,-0.31,-0.24,-0.69
2015-09-11,45.0,0.44,-0.28,-0.7,-0.06,-0.28
2015-09-14,44.47,-0.41,0.03,0.01,-0.04,-0.07
2015-09-15,45.06,1.22,-0.15,0.24,0.0,0.08
2015-09-16,44.51,0.84,0.06,0.44,0.33,0.22
2015-09-17,46.01,-0.17,0.75,-1.49,-0.28,-0.53
2015-09-18,45.12,-1.62,0.26,-0.95,-0.42,-0.53
2015-09-21,44.5,0.36,-0.83,1.21,0.46,0.21
2015-09-22,44.23,-1.29,-0.29,0.14,0.28,0.08
2015-09-23,44.32,-0.27,-0.21,-0.15,-0.15,-0.27
2015-09-24,43.59,-0.36,0.25,0.56,-0.05,0.04
2015-09-25,42.51,-0.22,-1.43,1.87,0.53,0.68
2015-09-28,39.96,-2.63,-0.18,1.17,0.62,0.71
2015-09-29,39.65,-0.07,-0.59,0.72,0.71,0.65
2015-09-30,41.18,1.88,-0.49,-0.48,-0.41,-0.35
2015-10-01,41.29,0.13,-0.52,-0.04,-0.15,-0.21
2015-10-02,43.02,1.48,0.28,-0.84,-0.1,-0.03
2015-10-05,42.85,1.93,0.74,0.77,0.14,0.64
2015-10-06,41.39,-0.43,-0.09,1.73,0.35,0.57
2015-10-07,42.67,0.94,0.68,-0.24,-0.23,-0.01
2015-10-08,43.22,0.84,0.35,0.76,0.54,0.75
2015-10-09,42.8,0.12,0.1,-1.08,0.16,-0.16
2015-10-12,42.71,0.06,-0.43,-0.07,0.12,-0.1
2015-10-13,42.32,-0.74,-0.66,0.69,0.29,0.21
2015-10-14,42.38,-0.6,-0.27,-0.03,-0.48,0.36
2015-10-15,43.0,1.56,0.59,-0.15,-1.1,-0.5
2015-10-16,43.93,0.36,-0.55,-0.35,0.0,0.02
2015-10-19,43.78,0.0,0.09,-0.71,0.13,-0.34
2015-10-20,43.09,-0.15,0.17,1.21,0.48,0.27
2015-10-21,41.66,-0.74,-0.88,-0.18,0.46,0.23
2015-10-22,40.8,1.5,-0.76,0.47,0.06,0.56
2015-10-23,42.54,1.09,-0.09,-0.59,0.19,-0.84
2015-10-26,42.35,-0.2,-0.46,-0.72,0.2,-0.17
2015-10-27,42.74,-0.42,-1.06,-0.88,-0.42,-0.5
2015-10-28,43.34,1.43,1.5,0.64,-0.68,-0.24
2015-10-29,43.55,-0.2,-0.89,0.1,0.41,-0.2
2015-10-30,43.01,-0.41,0.21,-0.55,0.35,0.08
2015-11-02,44.24,1.25,0.9,-0.02,-0.49,-0.05
2015-11-03,46.63,0.32,0.47,0.22,0.03,-0.09
2015-11-04,46.55,-0.26,0.18,-0.33,-0.61,-0.68
2015-11-05,45.46,-0.08,0.04,0.46,0.04,0.14
2015-11-06,45.97,0.14,0.85,0.28,-0.54,-0.2
2015-11-09,45.8,-0.95,-0.26,-0.04,-0.65,-0.01
2015-11-10,45.88,0.13,0.01,0.27,-0.11,0.21
2015-11-11,45.08,-0.43,-0.57,-0.18,-0.13,0.06
2015-11-12,44.53,-1.45,-0.56,-0.45,0.17,-0.28
2015-11-13,44.85,-1.06,0.32,0.39,-0.61,0.42
2015-11-16,45.3,1.39,-0.53,0.45,0.18,-0.15
2015-11-17,45.77,-0.11,-0.24,-0.66,0.02,-0.17
2015-11-18,47.18,1.61,-0.02,-0.09,-0.09,-0.4
2015-11-19,46.9,-0.13,-0.28,-0.11,0.16,0.14
2015-11-20,47.32,0.35,0.4,-0.42,0.29,0.01
2015-11-23,46.96,-0.01,0.61,-0.35,0.12,-0.17
2015-11-24,46.93,0.21,0.75,0.26,0.24,0.1
2015-11-25,46.97,0.09,0.84,-0.55,-0.08,-0.1
2015-11-27,47.08,0.09,0.19,-0.29,-0.18,0.07
2015-11-30,46.7,-0.47,0.2,0.69,-0.24,0.09
2015-12-01,47.01,0.97,-0.64,0.24,-0.09,-0.14
2015-12-02,46.37,-1.01,0.19,-0.7,0.02,-0.15
2015-12-03,45.2,-1.5,-0.2,0.43,0.33,0.17
2015-12-04,46.46,1.86,-1.06,-0.52,0.12,-0.33
2015-12-07,45.91,-0.84,-0.87,-0.66,0.68,0.18
2015-12-08,45.94,-0.59,0.27,-1.23,-0.15,-0.77
2015-12-09,45.21,-0.83,-0.21,0.42,0.47,0.63
2015-12-10,46.1,0.3,0.08,-0.22,0.11,-0.16
2015-12-11,45.83,-2.03,-0.2,-0.06,0.18,0.34
2015-12-14,46.59,0.29,-1.12,-0.19,0.14,-0.33
2015-12-15,46.97,1.1,0.2,0.77,-0.83,0.13
2015-12-16,47.09,1.47,0.01,-0.64,-0.11,-0.17
2015-12-17,46.73,-1.46,0.31,-0.31,-0.23,-0.06
2015-12-18,46.6,-1.7,0.7,-0.39,-0.29,0.19
2015-12-21,47.34,0.74,-0.18,-0.06,-0.14,0.04
2015-12-22,47.72,0.89,0.02,0.51,0.2,0.5
2015-12-23,47.98,1.3,0.23,0.58,-0.01,0.14
2015-12-24,48.13,-0.11,0.27,-0.03,-0.21,0.08
2015-12-28,47.9,-0.29,-0.54,-0.38,0.08,-0.07
2015-12-29,48.33,1.05,0.03,-0.31,0.03,-0.33
2015-12-30,48.26,-0.74,-0.17,-0.13,0.04,0.15
2015-12-31,47.92,-0.92,-0.21,0.25,-0.12,0.1
2016-01-04,47.27,-1.59,-0.73,0.53,0.35,0.42
2016-01-05,48.01,0.12,-0.25,0.01,0.03,0.35
2016-01-06,48.02,-1.35,-0.21,-0.01,0.15,0.04
2016-01-07,46.56,-2.44,-0.27,0.08,0.48,0.43
2016-01-08,45.88,-1.11,-0.52,-0.03,0.21,0.04
2016-01-11,44.58,-0.06,-0.62,0.34,0.65,0.43
2016-01-12,44.97,0.71,-0.45,-0.78,-0.03,-0.31
2016-01-13,43.25,-2.67,-0.56,0.78,0.37,0.68
2016-01-14,44.13,1.65,-0.08,-0.4,-0.62,-0.47
2016-01-15,43.38,-2.14,0.41,-0.21,0.32,0.33
2016-01-19,43.19,-0.2,-1.38,-0.07,0.3,0.26
2016-01-20,43.79,-0.94,1.68,-1.24,0.18,-0.55
2016-01-21,43.08,0.45,-0.46,0.01,0.47,0.6
2016-01-22,43.4,2.08,0.13,-0.19,-0.46,-0.76
2016-01-25,43.2,-1.71,-0.51,-0.99,0.3,-0.01
2016-01-26,43.87,1.52,0.58,1.22,0.58,0.72
2016-01-27,43.15,-1.11,-0.37,1.71,-0.24,1.06
2016-01-28,42.84,0.49,-0.58,1.26,-0.25,-0.5
2016-01-29,43.05,2.57,0.58,0.37,0.0,0.45
2016-02-01,42.96,-0.04,-0.32,-0.95,0.08,-0.41
2016-02-02,41.72,-2.0,-0.13,-0.35,0.29,0.4
2016-02-03,41.31,0.46,-0.21,0.45,0.42,0.37
2016-02-04,41.54,0.27,0.37,0.33,0.2,0.1
2016-02-05,40.91,-2.06,-0.72,1.75,1.07,1.44
2016-02-08,40.19,-1.51,0.11,0.89,1.63,0.97
2016-02-09,39.86,-0.1,-0.56,-0.28,-0.06,0.03
2016-02-10,39.33,0.01,-0.22,-0.55,-0.28,-0.79
2016-02-11,39.36,-1.17,0.28,-1.48,0.32,-0.4
2016-02-12,40.43,1.98,-0.28,1.14,-0.39,0.3
2016-02-16,40.43,1.78,0.54,-0.56,0.03,-0.27
2016-02-17,41.8,1.75,-0.15,-0.64,-0.38,-0.48
2016-02-18,42.02,-0.51,-0.01,0.21,0.34,0.53
2016-02-19,41.83,0.06,0.29,-0.62,-0.64,-0.41
2016-02-22,42.77,1.43,-0.18,0.24,0.25,-0.21
2016-02-23,42.37,-1.22,0.38,-0.52,0.77,0.5
2016-02-24,42.37,0.53,0.64,-0.33,0.01,0.11
2016-02-25,42.9,1.1,-0.45,0.22,-0.1,-0.25
2016-02-26,42.36,-0.01,0.87,0.26,-0.53,0.02
2016-02-29,41.06,-0.69,0.7,0.26,0.13,0.43
2016-03-01,42.1,2.34,-0.64,0.3,-0.5,-0.54
2016-03-02,41.72,0.54,0.59,0.7,-0.7,-0.08
2016-03-03,41.08,0.51,0.56,0.65,0.31,0.4
2016-03-04,40.8,0.37,0.33,0.29,0.1,0.03
2016-03-07,41.2,0.21,1.32,0.55,-0.39,0.44
2016-03-08,40.23,-1.27,-1.26,-0.49,0.62,0.14
2016-03-09,40.46,0.5,0.11,0.38,0.18,0.11
2016-03-10,39.91,-0.11,-0.74,0.63,0.31,0.18
2016-03-11,41.87,1.69,0.29,0.19,-0.4,-0.32
2016-03-14,41.31,-0.12,-0.14,-0.87,0.01,-0.23
2016-03-15,40.72,-0.36,-1.42,0.67,0.46,0.07
2016-03-16,40.46,0.63,0.11,-0.04,0.56,-0.04
2016-03-17,39.72,0.72,0.97,0.59,0.15,0.67
2016-03-18,40.86,0.54,0.41,-0.19,-0.26,0.19
2016-03-21,41.62,0.1,-0.27,-0.31,-0.08,-0.35
2016-03-22,42.75,-0.05,-0.08,-0.44,-0.3,-0.26
2016-03-23,42.64,-0.86,-1.2,-0.09,0.61,0.01
2016-03-24,42.48,0.0,0.42,-0.05,0.05,-0.01
2016-03-28,42.18,0.04,-0.04,0.14,-0.04,0.25
2016-03-29,43.12,1.07,1.64,-1.18,0.19,-0.57
2016-03-30,44.02,0.41,-0.27,0.15,-0.06,0.01
2016-03-31,44.33,-0.11,0.41,-0.48,-0.12,-0.11
2016-04-01,44.99,0.64,-0.34,-0.62,-0.36,-0.14
2016-04-04,45.76,-0.41,-0.33,-0.74,-0.25,-0.23
2016-04-05,45.85,-0.94,-0.18,-0.36,0.06,0.18
2016-04-06,47.27,1.14,0.05,-0.82,-0.47,-0.63
2016-04-07,47.19,-1.23,-0.09,-0.35,-0.01,0.22
2016-04-08,46.94,0.29,0.12,0.69,0.36,0.28
2016-04-11,46.67,-0.28,0.01,0.95,-0.01,0.29
2016-04-12,47.01,0.99,0.01,0.85,0.04,-0.15
2016-04-13,47.5,1.23,0.95,0.35,-0.46,-0.35
2016-04-14,47.67,0.03,-0.26,0.18,-0.36,-0.11
2016-04-15,48.11,-0.04,0.31,-0.32,0.22,0.17
2016-04-18,48.57,0.65,0.13,-0.19,-0.16,-0.04
2016-04-19,48.56,0.29,-0.17,1.49,-0.24,0.37
2016-04-20,48.47,0.15,-0.01,0.53,-0.31,-0.12
2016-04-21,48.44,-0.47,-0.01,-0.59,-0.61,-0.34
2016-04-22,48.64,0.12,1.03,0.49,-0.09,0.96
2016-04-25,47.32,-0.24,-0.65,-0.18,0.07,-0.16
2016-04-26,47.61,0.29,0.82,0.78,0.33,0.61
2016-04-27,47.46,0.21,0.23,0.68,-0.19,0.79
2016-04-28,47.19,-0.96,-0.2,0.05,-0.48,0.56
2016-04-29,47.03,-0.5,-0.2,0.38,0.06,-0.24
2016-05-02,48.03,0.78,-0.04,-0.36,0.0,-0.09
2016-05-03,48.15,-1.05,-0.73,-0.5,0.54,0.03
2016-05-04,47.05,-0.66,-0.16,0.06,0.45,0.29
2016-05-05,48.24,-0.08,-0.53,0.09,0.1,0.02
2016-05-06,47.34,0.38,0.08,0.24,0.17,0.25
2016-05-09,47.5,0.05,0.19,-1.49,0.1,-0.5
2016-05-10,46.56,1.26,-0.38,0.47,-0.11,0.05
2016-05-11,46.0,-0.89,-0.33,0.78,-0.44,0.0
2016-05-12,46.25,-0.11,-0.59,0.14,0.38,0.12
2016-05-13,46.39,-0.82,0.28,-0.66,-0.55,-0.17
2016-05-16,46.77,0.99,0.2,-0.24,-0.05,-0.31
2016-05-17,46.5,-0.95,-0.68,0.61,-0.12,-0.1
2016-05-18,46.96,0.1,0.14,0.83,-1.34,-0.65
2016-05-19,46.43,-0.33,-0.31,-0.3,0.39,-0.01
2016-05-20,47.06,0.75,0.84,-0.3,-0.39,-0.38
2016-05-23,46.4,-0.18,0.24,-0.32,-0.21,0.08
2016-05-24,47.29,1.43,0.61,-0.34,-0.1,-0.39
2016-05-25,47.0,0.72,-0.13,0.57,0.21,-0.1
2016-05-26,47.33,-0.04,-0.16,-0.51,0.17,-0.22
2016-05-27,47.18,0.49,0.36,-0.22,-0.06,-0.09
2016-05-31,47.42,-0.01,0.45,-0.36,-0.17,-0.33
2016-06-01,47.85,0.2,0.64,-0.25,-0.26,0.08
2016-06-02,48.13,0.35,0.25,-0.59,-0.24,-0.08
2016-06-03,47.93,-0.38,-0.18,-0.1,0.53,0.14
2016-06-06,48.41,0.6,0.71,0.32,-0.19,-0.11
2016-06-07,48.35,0.12,0.23,0.11,0.34,0.22
2016-06-08,48.45,0.37,0.43,-0.11,0.05,-0.1
2016-06-09,48.14,-0.27,-0.43,-0.21,0.31,0.13
2016-06-10,47.39,-1.05,-0.38,-0.17,0.16,0.6
2016-06-13,46.19,-0.84,-0.37,0.1,-0.24,-0.04
2016-06-14,47.19,-0.19,0.14,-0.71,0.27,0.03
2016-06-15,47.22,-0.11,0.26,-0.06,-0.05,0.05
2016-06-16,47.26,0.24,-0.31,-0.4,0.28,0.35
2016-06-17,46.44,-0.3,0.07,0.94,0.4,0.62
2016-06-20,46.91,0.71,0.59,-0.01,-0.16,0.12
2016-06-21,47.29,0.21,-0.61,0.5,-0.2,0.0
2016-06-22,47.33,-0.2,-0.3,0.08,0.05,0.0
2016-06-23,47.9,1.45,0.54,0.43,-0.55,-0.2
2016-06-24,46.51,-3.7,0.02,-1.13,0.93,0.1
2016-06-27,45.42,-2.07,-1.06,-0.67,0.52,0.43
2016-06-28,46.42,1.76,-0.38,0.14,-0.61,-0.59
2016-06-29,47.24,1.8,0.31,-0.07,-0.11,-0.24
2016-06-30,47.46,1.42,0.38,0.45,-0.13,0.38
2016-07-01,47.45,0.24,0.47,-0.41,-0.13,0.23
2016-07-05,47.5,-0.85,-0.82,-1.36,0.57,-0.68
2016-07-06,48.09,0.62,0.17,-0.13,-0.11,-0.15
2016-07-07,47.69,0.02,0.34,-0.2,0.21,-0.29
2016-07-08,48.5,1.6,0.94,0.35,0.07,0.27
2016-07-11,48.29,0.43,0.69,0.25,0.3,-0.08
2016-07-12,48.87,0.75,0.73,1.0,-0.63,0.64
2016-07-13,49.19,-0.05,-0.46,0.51,0.54,0.0
2016-07-14,49.98,0.51,-0.42,0.45,-0.04,0.0
2016-07-15,49.68,-0.05,0.29,0.01,-0.3,0.0
2016-07-18,49.72,0.25,0.01,-0.12,0.09,-0.23
2016-07-19,49.37,-0.22,-0.62,0.05,0.47,-0.23
2016-07-20,50.25,0.48,0.39,-0.87,-0.03,-0.35
2016-07-21,50.14,-0.38,-0.08,-0.01,0.0,0.03
2016-07-22,50.26,0.48,0.28,-0.08,0.41,-0.25
2016-07-25,49.99,-0.27,-0.01,-0.24,0.51,-0.39
2016-07-26,49.92,0.13,0.61,0.54,-0.44,0.73
2016-07-27,49.85,-0.14,0.52,-0.42,-0.12,-0.56
2016-07-28,50.06,0.18,-0.45,-0.34,-0.06,-0.14
2016-07-29,50.47,0.17,-0.03,0.04,0.0,0.32
2016-08-01,50.4,-0.16,0.07,-0.87,0.69,-0.73
2016-08-02,49.72,-0.7,-0.63,0.17,-0.54,0.15
2016-08-03,51.21,0.45,0.57,0.83,-0.71,0.15
2016-08-04,51.41,0.05,0.07,-0.33,0.14,0.07
2016-08-05,51.09,0.93,0.56,0.87,-0.5,-0.36
2016-08-08,50.8,-0.06,0.1,0.57,0.0,0.43
2016-08-09,50.93,0.05,-0.05,-0.31,-0.13,-0.21
2016-08-10,51.81,-0.29,-0.45,-0.13,0.71,0.01
2016-08-11,52.07,0.54,0.15,0.04,-0.3,0.16
2016-08-12,51.98,-0.06,0.12,-0.18,-0.19,-0.28
2016-08-15,52.38,0.39,0.79,0.39,-0.27,0.35
2016-08-16,52.09,-0.57,-0.19,0.61,-0.1,0.3
2016-08-17,52.3,0.12,-0.49,0.25,0.08,0.07
2016-08-18,52.29,0.32,0.47,0.37,-0.54,0.33
2016-08-19,52.54,-0.11,0.1,-0.12,0.29,-0.15
2016-08-22,51.23,-0.02,0.22,-0.41,0.02,-0.36
2016-08-23,51.25,0.27,0.55,-0.01,0.03,0.06
2016-08-24,50.63,-0.56,-0.44,0.4,0.38,-0.07
2016-08-25,50.47,-0.08,0.22,0.48,-0.18,0.29
2016-08-26,50.76,-0.15,0.12,-0.13,-0.36,-0.19
2016-08-29,50.76,0.53,0.01,0.35,-0.1,0.21
2016-08-30,50.75,-0.14,0.21,0.31,-0.05,-0.3
2016-08-31,51.1,-0.24,-0.34,0.13,0.27,-0.35
2016-09-01,51.11,0.03,0.06,-0.49,0.15,-0.13
2016-09-02,51.26,0.53,0.42,0.36,-0.16,0.19
2016-09-06,51.29,0.26,0.0,-0.53,-0.71,-0.03
2016-09-07,52.04,0.09,0.6,0.03,-0.1,-0.24
2016-09-08,51.41,-0.18,0.03,0.57,-0.9,0.41
2016-09-09,50.39,-2.47,-0.55,0.31,0.08,-0.43
2016-09-12,51.15,1.44,-0.04,-0.47,-0.07,-0.19
2016-09-13,50.32,-1.48,-0.32,-0.47,0.63,-0.76
2016-09-14,50.55,-0.08,0.05,-0.83,0.14,-0.5
2016-09-15,50.72,1.07,0.3,-0.33,0.08,-0.22
2016-09-16,50.51,-0.36,0.29,-0.45,0.17,-0.21
2016-09-19,50.32,0.05,0.49,0.17,-0.04,0.35
2016-09-20,50.6,-0.02,-0.32,-0.51,-0.44,-0.11
2016-09-21,51.06,1.12,0.2,0.33,-0.37,0.51
2016-09-22,51.63,0.7,0.8,-0.06,0.04,0.14
2016-09-23,51.51,-0.6,-0.06,-0.19,0.51,-0.49
2016-09-26,51.21,-0.88,-0.29,-0.35,-0.19,0.19
2016-09-27,51.87,0.64,-0.13,-0.53,0.04,-0.4
2016-09-28,51.75,0.56,0.21,1.1,-1.19,1.12
2016-09-29,51.02,-0.98,-0.39,0.54,0.25,0.67
2016-09-30,52.01,0.88,0.42,0.35,-0.2,0.1
2016-10-03,52.36,-0.26,-0.04,-0.13,-0.02,0.14
2016-10-04,52.31,-0.46,0.05,0.09,0.17,-0.3
2016-10-05,52.18,0.58,0.4,0.78,-0.46,0.44
2016-10-06,51.65,-0.06,-0.22,0.37,0.42,0.23
2016-10-07,51.85,-0.38,-0.53,0.16,-0.21,-0.38
2016-10-10,52.69,0.52,0.55,0.01,-0.63,-0.21
2016-10-11,50.96,-1.3,-0.56,0.49,0.34,0.09
2016-10-12,51.42,0.06,-0.2,0.37,0.73,0.15
2016-10-13,51.02,-0.42,-0.74,-0.63,0.29,-0.13
2016-10-14,50.18,0.01,-0.33,0.57,0.11,0.09
2016-10-17,50.03,-0.29,-0.03,0.14,0.09,0.14
2016-10-18,51.06,0.6,-0.16,0.03,-0.32,-0.29
2016-10-19,51.11,0.25,0.12,0.91,-0.13,0.46
2016-10-20,51.3,-0.16,-0.05,-0.11,-0.48,-0.04
2016-10-21,50.94,0.02,-0.18,-0.31,0.19,-0.17
2016-10-24,51.03,0.54,0.07,-0.17,0.6,-0.49
2016-10-25,49.99,-0.46,-0.6,0.23,0.05,0.0
2016-10-26,48.77,-0.23,-0.74,0.74,0.09,0.55
2016-10-27,48.77,-0.33,-0.95,0.6,-0.09,-0.03
2016-10-28,48.56,-0.29,-0.11,0.11,-0.05,0.33
2016-10-31,47.8,0.02,0.08,0.13,0.6,-0.31
2016-11-01,47.25,-0.68,-0.36,0.18,-0.54,-0.07
2016-11-02,50.11,-0.73,-0.58,0.36,0.95,0.15
2016-11-03,48.95,-0.4,-0.38,1.02,0.12,0.79
2016-11-04,49.94,-0.12,0.84,-0.43,-0.09,-0.06
2016-11-07,49.98,2.23,0.18,-0.16,-0.27,-0.17
2016-11-08,50.33,0.4,-0.11,-0.2,-0.05,0.3
2016-11-09,51.0,1.46,2.07,1.0,-0.72,0.74
2016-11-10,51.09,0.32,1.45,1.81,-0.14,0.39
2016-11-11,50.61,0.18,2.51,-0.04,0.16,-0.33
2016-11-14,48.96,0.21,0.87,1.43,-0.12,0.35
2016-11-15,49.15,0.8,-0.56,0.14,-0.64,0.17
2016-11-16,48.84,-0.12,0.23,-0.55,0.83,-0.17
2016-11-17,49.21,0.56,0.16,-0.13,0.26,-0.46
2016-11-18,49.89,-0.16,0.57,0.39,-0.21,0.09
2016-11-21,50.0,0.77,-0.27,0.08,-0.14,0.3
2016-11-22,49.63,0.31,0.62,0.58,0.82,0.31
2016-11-23,50.18,0.16,0.57,0.19,-0.3,0.18
2016-11-25,50.18,0.4,-0.07,-0.24,0.23,-0.15
2016-11-28,50.15,-0.64,-0.77,0.06,0.65,-0.35
2016-11-29,50.45,0.11,-0.39,-0.06,0.54,-0.5
2016-11-30,50.38,-0.25,-0.19,2.25,-1.63,1.96
2016-12-01,49.16,-0.36,-0.4,2.05,0.28,0.62
2016-12-02,49.1,0.0,-0.01,-0.32,-0.09,0.07
2016-12-05,49.82,0.75,1.12,0.29,-0.25,-0.17
2016-12-06,50.22,0.48,0.65,0.23,-0.14,-0.1
2016-12-07,51.26,1.26,-0.5,0.53,0.88,-0.01
2016-12-08,51.68,0.36,1.24,0.59,-0.26,-0.1
2016-12-09,51.89,0.46,-0.36,0.12,-0.06,-0.06
2016-12-12,50.92,-0.3,-0.96,-0.1,-0.01,0.05
2016-12-13,51.05,0.6,-0.57,-0.29,0.01,-0.17
2016-12-14,50.84,-0.82,-0.37,-0.28,0.53,-0.51
2016-12-15,52.32,0.46,0.44,0.28,0.03,0.05
2016-12-16,52.46,-0.22,-0.03,-0.42,-0.27,0.01
2016-12-19,52.39,0.22,0.34,0.08,0.29,0.02
2016-12-20,53.1,0.44,0.5,0.68,0.12,0.09
2016-12-21,53.12,-0.24,-0.35,0.24,0.12,0.06
2016-12-22,53.26,-0.3,-0.77,0.24,-0.25,0.06
2016-12-23,53.78,0.19,0.52,-0.51,-0.36,-0.14
2016-12-27,53.72,0.27,0.23,0.13,0.16,0.03
2016-12-28,53.44,-0.87,-0.3,0.09,0.14,-0.17
2016-12-29,53.62,-0.04,0.09,-0.31,0.25,0.04
2016-12-30,53.53,-0.52,-0.05,0.21,-0.14,0.06
2017-01-03,53.59,0.83,-0.09,0.08,-0.25,0.27
2017-01-04,54.11,0.79,0.97,-0.15,-0.4,-0.03
2017-01-05,53.93,-0.21,-1.0,-0.8,-0.15,-0.08
2017-01-06,54.1,0.29,-0.71,-0.31,-0.29,-0.29
2017-01-09,53.95,-0.37,-0.31,-1.04,0.2,-0.52
2017-01-10,53.93,0.16,1.01,0.56,-0.03,0.07
2017-01-11,53.31,0.31,-0.23,0.53,0.16,0.27
