date,close
2015-05-20,110.17
2015-05-21,111.22
2015-05-22,111.71
2015-05-26,109.77
2015-05-27,112.46
2015-05-28,112.85
2015-05-29,112.27
2015-06-01,114.08
2015-06-02,113.94
2015-06-03,114.65
2015-06-04,113.93
2015-06-05,113.96
2015-06-08,113.7
2015-06-09,114.75
2015-06-10,117.67
2015-06-11,119.13
2015-06-12,117.66
2015-06-15,118.16
2015-06-16,119.07
2015-06-17,118.88
2015-06-18,121.21
2015-06-19,119.8
2015-06-22,121.49
2015-06-23,122.21
2015-06-24,122.01
2015-06-25,120.23
2015-06-26,119.5
2015-06-29,115.46
2015-06-30,117.08
2015-07-01,116.01
2015-07-02,115.04
2015-07-06,115.66
2015-07-07,115.13
2015-07-08,112.94
2015-07-09,113.36
2015-07-10,113.74
2015-07-13,114.55
2015-07-14,117.36
2015-07-15,117.39
2015-07-16,118.85
2015-07-17,118.26
2015-07-20,118.2
2015-07-21,117.78
2015-07-22,117.44
2015-07-23,117.66
2015-07-24,112.83
2015-07-27,110.54
2015-07-28,113.07
2015-07-29,115.71
2015-07-30,117.9
2015-07-31,117.86
2015-08-03,119.6
2015-08-04,118.87
2015-08-05,118.66
2015-08-06,115.3
2015-08-07,114.44
2015-08-10,116.58
2015-08-11,115.61
2015-08-12,116.25
2015-08-13,115.2
2015-08-14,115.6
2015-08-17,116.42
2015-08-18,117.06
2015-08-19,116.21
2015-08-20,112.39
2015-08-21,105.33
2015-08-24,100.66
2015-08-25,102.56
2015-08-26,106.96
2015-08-27,107.99
2015-08-28,107.78
2015-08-31,105.07
2015-09-01,101.49
2015-09-02,104.27
2015-09-03,101.91
2015-09-04,102.06
2015-09-08,104.9
2015-09-09,103.82
2015-09-10,107.25
2015-09-11,109.63
2015-09-14,109.35
2015-09-15,111.05
2015-09-16,111.03
2015-09-17,111.61
2015-09-18,108.44
2015-09-21,105.74
2015-09-22,106.51
2015-09-23,105.49
2015-09-24,102.51
2015-09-25,100.14
2015-09-28,94.8
2015-09-29,96.0
2015-09-30,98.19
2015-10-01,98.27
2015-10-02,98.28
2015-10-05,99.26
2015-10-06,97.54
2015-10-07,100.27
2015-10-08,100.81
2015-10-09,100.65
2015-10-12,99.51
2015-10-13,98.19
2015-10-14,98.39
2015-10-15,101.64
2015-10-16,102.83
2015-10-19,103.61
2015-10-20,101.66
2015-10-21,101.73
2015-10-22,107.6
2015-10-23,107.99
2015-10-26,108.63
2015-10-27,110.96
2015-10-28,108.13
2015-10-29,109.21
2015-10-30,108.13
2015-11-02,109.6
2015-11-03,109.1
2015-11-04,108.98
2015-11-05,107.83
2015-11-06,108.34
2015-11-09,108.11
2015-11-10,108.85
2015-11-11,107.19
2015-11-12,104.23
2015-11-13,102.57
2015-11-16,103.81
2015-11-17,104.53
2015-11-18,108.13
2015-11-19,106.51
2015-11-20,106.54
2015-11-23,106.36
2015-11-24,106.57
2015-11-25,107.78
2015-11-27,108.0
2015-11-30,105.96
2015-12-01,105.85
2015-12-02,104.44
2015-12-03,101.38
2015-12-04,104.07
2015-12-07,102.91
2015-12-08,103.53
2015-12-09,101.95
2015-12-10,102.62
2015-12-11,100.03
2015-12-14,100.49
2015-12-15,101.97
2015-12-16,103.34
2015-12-17,102.36
2015-12-18,101.6
2015-12-21,102.63
2015-12-22,102.86
2015-12-23,103.14
2015-12-24,103.58
2015-12-28,101.68
2015-12-29,103.36
2015-12-30,102.16
2015-12-31,101.19
2016-01-04,98.01
2016-01-05,99.26
2016-01-06,100.3
2016-01-07,96.25
2016-01-08,96.45
2016-01-11,96.5
2016-01-12,97.1
2016-01-13,92.54
2016-01-14,93.02
2016-01-15,91.84
2016-01-19,89.9
2016-01-20,90.55
2016-01-21,88.87
2016-01-22,91.83
2016-01-25,90.61
2016-01-26,92.21
2016-01-27,89.63
2016-01-28,87.53
2016-01-29,83.0
2016-02-01,84.05
2016-02-02,82.71
2016-02-03,86.39
2016-02-04,86.68
2016-02-05,85.14
2016-02-08,85.26
2016-02-09,87.25
2016-02-10,87.8
2016-02-11,87.36
2016-02-12,89.44
2016-02-16,91.15
2016-02-17,89.36
2016-02-18,88.99
2016-02-19,87.44
2016-02-22,89.1
2016-02-23,88.35
2016-02-24,89.36
2016-02-25,90.16
2016-02-26,88.1
2016-02-29,87.25
2016-03-01,89.69
2016-03-02,88.8
2016-03-03,87.83
2016-03-04,87.21
2016-03-07,89.65
2016-03-08,88.66
2016-03-09,87.83
2016-03-10,88.64
2016-03-11,89.65
2016-03-14,90.46
2016-03-15,89.44
2016-03-16,90.28
2016-03-17,89.53
2016-03-18,90.27
2016-03-21,92.67
2016-03-22,93.72
2016-03-23,90.08
2016-03-24,91.32
2016-03-28,92.46
2016-03-29,92.2
2016-03-30,91.97
2016-03-31,91.86
2016-04-01,94.12
2016-04-04,94.24
2016-04-05,95.57
2016-04-06,97.44
2016-04-07,95.57
2016-04-08,96.09
2016-04-11,95.83
2016-04-12,97.24
2016-04-13,97.19
2016-04-14,98.19
2016-04-15,98.29
2016-04-18,99.2
2016-04-19,99.44
2016-04-20,100.11
2016-04-21,101.74
2016-04-22,101.93
2016-04-25,102.29
2016-04-26,101.33
2016-04-27,100.72
2016-04-28,97.0
2016-04-29,88.21
2016-05-02,89.0
2016-05-03,87.17
2016-05-04,85.6
2016-05-05,85.86
2016-05-06,84.68
2016-05-09,85.67
2016-05-10,86.18
2016-05-11,83.9
2016-05-12,82.76
2016-05-13,82.7
2016-05-16,83.61
2016-05-17,82.76
2016-05-18,82.88
2016-05-19,82.14
2016-05-20,82.64
2016-05-23,83.33
2016-05-24,86.22
2016-05-25,86.51
2016-05-26,85.29
2016-05-27,85.82
2016-05-31,87.06
2016-06-01,86.58
2016-06-02,86.72
2016-06-03,86.15
2016-06-06,87.6
2016-06-07,87.5
2016-06-08,87.42
2016-06-09,85.77
2016-06-10,84.45
2016-06-13,83.98
2016-06-14,83.57
2016-06-15,83.04
2016-06-16,83.51
2016-06-17,82.65
2016-06-20,82.99
2016-06-21,81.79
2016-06-22,82.45
2016-06-23,83.37
2016-06-24,80.47
2016-06-27,78.25
2016-06-28,82.31
2016-06-29,82.27
2016-06-30,83.42
2016-07-01,84.86
2016-07-05,83.89
2016-07-06,85.73
2016-07-07,85.47
2016-07-08,86.55
2016-07-11,86.25
2016-07-12,86.63
2016-07-13,85.75
2016-07-14,85.54
2016-07-15,86.67
2016-07-18,86.93
2016-07-19,85.44
2016-07-20,86.66
2016-07-21,87.24
2016-07-22,86.55
2016-07-25,88.55
2016-07-26,81.05
2016-07-27,81.79
2016-07-28,81.24
2016-07-29,79.47
2016-08-01,80.46
2016-08-02,79.57
2016-08-03,80.09
2016-08-04,79.77
2016-08-05,80.41
2016-08-08,79.74
2016-08-09,79.33
2016-08-10,78.9
2016-08-11,79.57
2016-08-12,79.66
2016-08-15,79.65
2016-08-16,79.25
2016-08-17,80.7
2016-08-18,80.59
2016-08-19,81.0
2016-08-22,80.92
2016-08-23,81.47
2016-08-24,80.5
2016-08-25,80.08
2016-08-26,79.77
2016-08-29,78.17
2016-08-30,77.92
2016-08-31,78.38
2016-09-01,77.42
2016-09-02,76.89
2016-09-06,77.88
2016-09-07,78.22
2016-09-08,78.99
2016-09-09,78.05
2016-09-12,78.85
2016-09-13,78.06
2016-09-14,77.62
2016-09-15,78.84
2016-09-16,78.8
2016-09-19,78.99
2016-09-20,81.78
2016-09-21,81.7
2016-09-22,81.52
2016-09-23,81.37
2016-09-26,80.62
2016-09-27,79.25
2016-09-28,78.97
2016-09-29,77.86
2016-09-30,79.12
2016-10-03,78.03
2016-10-04,77.24
2016-10-05,77.57
2016-10-06,76.21
2016-10-07,75.24
2016-10-10,75.49
2016-10-11,73.82
2016-10-12,73.03
2016-10-13,73.06
2016-10-14,72.75
2016-10-17,72.64
2016-10-18,73.41
2016-10-19,73.34
2016-10-20,74.31
2016-10-21,74.29
2016-10-24,74.15
2016-10-25,74.41
2016-10-26,75.38
2016-10-27,75.83
2016-10-28,73.88
2016-10-31,73.63
2016-11-01,74.07
2016-11-02,72.51
2016-11-03,71.76
2016-11-04,72.43
2016-11-07,74.0
2016-11-08,74.04
2016-11-09,78.47
2016-11-10,77.84
2016-11-11,76.42
2016-11-14,76.75
2016-11-15,76.35
2016-11-16,76.0
2016-11-17,75.58
2016-11-18,74.62
2016-11-21,74.98
2016-11-22,74.46
2016-11-23,75.3
2016-11-25,75.44
2016-11-28,74.54
2016-11-29,74.87
2016-11-30,73.7
2016-12-01,72.84
2016-12-02,72.42
2016-12-05,72.36
2016-12-06,72.47
2016-12-07,72.78
2016-12-08,72.02
2016-12-09,72.7
2016-12-12,73.47
2016-12-13,74.84
2016-12-14,75.71
2016-12-15,75.55
2016-12-16,74.1
2016-12-19,74.4
2016-12-20,74.05
2016-12-21,73.96
2016-12-22,73.3
2016-12-23,73.64
2016-12-27,73.73
2016-12-28,72.77
2016-12-29,72.13
2016-12-30,71.61
2017-01-03,74.16
