date,close
2015-05-20,13.25
2015-05-21,13.26
2015-05-22,13.44
2015-05-26,13.2
2015-05-27,13.51
2015-05-28,13.48
2015-05-29,14.22
2015-06-01,14.0
2015-06-02,14.54
2015-06-03,14.59
2015-06-04,14.63
2015-06-05,15.43
2015-06-08,15.7
2015-06-09,16.02
2015-06-10,15.9
2015-06-11,16.23
2015-06-12,18.1
2015-06-15,18.37
2015-06-16,16.9
2015-06-17,16.01
2015-06-18,17.09
2015-06-19,16.59
2015-06-22,16.76
2015-06-23,16.74
2015-06-24,16.87
2015-06-25,17.01
2015-06-26,16.65
2015-06-29,16.33
2015-06-30,16.98
2015-07-01,16.96
2015-07-02,16.75
2015-07-06,17.3
2015-07-07,17.66
2015-07-08,17.22
2015-07-09,16.81
2015-07-10,18.07
2015-07-13,18.92
2015-07-14,19.12
2015-07-15,19.2
2015-07-16,20.0
2015-07-17,20.15
2015-07-20,19.53
2015-07-21,19.88
2015-07-22,20.13
2015-07-23,19.98
2015-07-24,20.11
2015-07-27,20.02
2015-07-28,21.19
2015-07-29,20.45
2015-07-30,20.4
2015-07-31,21.21
2015-08-03,21.1
2015-08-04,21.26
2015-08-05,19.22
2015-08-06,18.54
2015-08-07,17.6
2015-08-10,17.84
2015-08-11,17.74
2015-08-12,18.06
2015-08-13,17.43
2015-08-14,17.44
2015-08-17,18.37
2015-08-18,17.45
2015-08-19,18.41
2015-08-20,16.77
2015-08-21,16.73
2015-08-24,15.39
2015-08-25,15.74
2015-08-26,16.48
2015-08-27,17.52
2015-08-28,17.8
2015-08-31,18.15
2015-09-01,18.83
2015-09-02,19.75
2015-09-03,19.66
2015-09-04,19.62
2015-09-08,19.96
2015-09-09,18.73
2015-09-10,19.45
2015-09-11,20.2
2015-09-14,20.16
2015-09-15,20.22
2015-09-16,20.45
2015-09-17,21.14
2015-09-18,20.97
2015-09-21,19.45
2015-09-22,19.27
2015-09-23,19.17
2015-09-24,18.21
2015-09-25,16.57
2015-09-28,14.51
2015-09-29,13.62
2015-09-30,14.03
2015-10-01,14.15
2015-10-02,15.33
2015-10-05,15.01
2015-10-06,13.77
2015-10-07,14.47
2015-10-08,14.32
2015-10-09,14.48
2015-10-12,14.61
2015-10-13,14.69
2015-10-14,13.94
2015-10-15,16.21
2015-10-16,16.31
2015-10-19,17.38
2015-10-20,15.79
2015-10-21,15.81
2015-10-22,15.27
2015-10-23,15.97
2015-10-26,15.59
2015-10-27,15.7
2015-10-28,16.91
2015-10-29,16.53
2015-10-30,16.5
2015-11-02,17.22
2015-11-03,17.78
2015-11-04,18.26
2015-11-05,17.78
2015-11-06,18.11
2015-11-09,18.27
2015-11-10,18.86
2015-11-11,17.59
2015-11-12,16.32
2015-11-13,16.2
2015-11-16,16.11
2015-11-17,16.68
2015-11-18,16.51
2015-11-19,15.97
2015-11-20,15.45
2015-11-23,15.33
2015-11-24,16.29
2015-11-25,16.37
2015-11-27,16.66
2015-11-30,16.16
2015-12-01,16.71
2015-12-02,16.26
2015-12-03,15.45
2015-12-04,14.58
2015-12-07,14.44
2015-12-08,14.82
2015-12-09,14.59
2015-12-10,14.24
2015-12-11,13.17
2015-12-14,12.78
2015-12-15,13.25
2015-12-16,13.65
2015-12-17,13.84
2015-12-18,14.13
2015-12-21,14.22
2015-12-22,14.1
2015-12-23,14.33
2015-12-24,14.14
2015-12-28,14.0
2015-12-29,13.47
2015-12-30,13.69
2015-12-31,13.44
2016-01-04,13.14
2016-01-05,13.43
2016-01-06,12.7
2016-01-07,12.78
2016-01-08,11.69
2016-01-11,11.25
2016-01-12,11.48
2016-01-13,10.87
2016-01-14,11.34
2016-01-15,11.29
2016-01-19,11.14
2016-01-20,12.29
2016-01-21,11.75
2016-01-22,12.47
2016-01-25,11.92
2016-01-26,11.75
2016-01-27,11.04
2016-01-28,10.6
2016-01-29,11.34
2016-02-01,11.27
2016-02-02,10.73
2016-02-03,10.6
2016-02-04,10.13
2016-02-05,12.13
2016-02-08,12.54
2016-02-09,12.13
2016-02-10,12.48
2016-02-11,12.36
2016-02-12,12.84
2016-02-16,13.14
2016-02-17,13.35
2016-02-18,13.12
2016-02-19,13.64
2016-02-22,13.62
2016-02-23,13.35
2016-02-24,13.53
2016-02-25,13.19
2016-02-26,13.25
2016-02-29,12.54
2016-03-01,12.98
2016-03-02,13.37
2016-03-03,13.99
2016-03-04,14.38
2016-03-07,14.85
2016-03-08,14.65
2016-03-09,15.21
2016-03-10,15.37
2016-03-11,15.65
2016-03-14,15.5
2016-03-15,14.59
2016-03-16,14.53
2016-03-17,13.89
2016-03-18,14.09
2016-03-21,14.72
2016-03-22,15.0
2016-03-23,14.67
2016-03-24,14.4
2016-03-28,14.12
2016-03-29,15.47
2016-03-30,15.03
2016-03-31,15.25
2016-04-01,16.21
2016-04-04,16.22
2016-04-05,16.18
2016-04-06,16.69
2016-04-07,16.72
2016-04-08,16.72
2016-04-11,16.55
2016-04-12,16.58
2016-04-13,16.54
2016-04-14,16.37
2016-04-15,16.32
2016-04-18,16.77
2016-04-19,16.3
2016-04-20,16.58
2016-04-21,17.16
2016-04-22,17.81
2016-04-25,17.55
2016-04-26,17.21
2016-04-27,17.08
2016-04-28,17.17
2016-04-29,17.16
2016-05-02,16.87
2016-05-03,16.54
2016-05-04,15.9
2016-05-05,15.63
2016-05-06,15.12
2016-05-09,15.92
2016-05-10,16.25
2016-05-11,16.18
2016-05-12,16.27
2016-05-13,17.28
2016-05-16,17.67
2016-05-17,17.75
2016-05-18,17.41
2016-05-19,17.57
2016-05-20,17.97
2016-05-23,18.41
2016-05-24,18.85
2016-05-25,18.97
2016-05-26,18.78
2016-05-27,19.15
2016-05-31,19.51
2016-06-01,19.62
2016-06-02,19.74
2016-06-03,19.53
2016-06-06,19.65
2016-06-07,19.6
2016-06-08,19.61
2016-06-09,19.61
2016-06-10,19.39
2016-06-13,18.7
2016-06-14,18.55
2016-06-15,18.57
2016-06-16,18.52
2016-06-17,17.82
2016-06-20,18.31
2016-06-21,18.34
2016-06-22,18.88
2016-06-23,19.12
2016-06-24,18.44
2016-06-27,18.05
2016-06-28,19.06
2016-06-29,19.85
2016-06-30,20.37
2016-07-01,20.64
2016-07-05,20.55
2016-07-06,21.58
2016-07-07,20.6
2016-07-08,21.11
2016-07-11,21.64
2016-07-12,21.6
2016-07-13,21.65
2016-07-14,21.85
2016-07-15,21.84
2016-07-18,20.77
2016-07-19,20.95
2016-07-20,20.65
2016-07-21,21.0
2016-07-22,21.03
2016-07-25,21.5
2016-07-26,21.37
2016-07-27,22.07
2016-07-28,22.53
2016-07-29,22.22
2016-08-01,22.22
2016-08-02,22.26
2016-08-03,22.92
2016-08-04,22.32
2016-08-05,23.11
2016-08-08,23.2
2016-08-09,23.18
2016-08-10,22.73
2016-08-11,23.35
2016-08-12,22.68
2016-08-15,22.7
2016-08-16,22.3
2016-08-17,22.11
2016-08-18,22.09
2016-08-19,22.13
2016-08-22,22.24
2016-08-23,22.75
2016-08-24,21.86
2016-08-25,21.35
2016-08-26,22.07
2016-08-29,21.83
2016-08-30,21.87
2016-08-31,21.38
2016-09-01,22.03
2016-09-02,21.97
2016-09-06,22.19
2016-09-07,22.51
2016-09-08,22.65
2016-09-09,21.7
2016-09-12,22.55
2016-09-13,22.18
2016-09-14,22.57
2016-09-15,24.2
2016-09-16,25.09
2016-09-19,24.91
2016-09-20,25.34
2016-09-21,26.11
2016-09-22,26.02
2016-09-23,26.17
2016-09-26,25.86
2016-09-27,26.58
