date,close,Mkt-RF,SMB,HML,RMW,CMA,return,return_t-1,return_t-2,return_t-3,return_t-4,return_t-5,return_t-6,return_t-7,return5D,return5D_t-1,return5D_t-2,return5D_t-3,return5D_t-4,return5D_t-5,return5D_t-6,return5D_t-7,return_pct,MOM1D,MOM1D_t-1,MOM1D_t-2,MOM1D_t-3,MOM1D_t-4,MOM1D_t-5,MOM1D_t-6,MOM1D_t-7,MOM5D,MOM5D_t-1,MOM5D_t-2,MOM5D_t-3,MOM5D_t-4,MOM5D_t-5,MOM5D_t-6,MOM5D_t-7,sma_7D,sma_14D,sma_21D,EWM7D,EWM14D,EWM21D,STD7D,STD14D,STD21D,return_sign
2015-06-19,23.78,-0.43,0.52,-0.2,0.07,-0.05,-0.026557577419922842,0.06513930217096166,0.01098670686615105,-0.0035288964720211788,0.028133134708572687,-0.015281196235119391,0.006264002584930636,0.004498433136862371,0.07417266985374127,0.08544905103854485,0.026573751452513863,0.020085477723224925,0.016426562476412544,0.0,0.04190048251039692,0.04123350946218431,-0.026208026208026203,-0.6400000000000006,1.5400000000000027,0.25,-0.08000000000000185,0.6300000000000026,-0.3400000000000034,0.14000000000000054,0.10000000000000142,1.7000000000000028,2.0,0.5999999999999979,0.4499999999999993,0.37000000000000105,0.0,0.9200000000000016,0.9000000000000021,0.2142857142857153,0.19000000000000128,0.21380952380951967,0.21241431430961555,0.1979003467745244,0.17794701869591378,0.046574498192802787,0.031240392523807507,0.016254717830908927,1.0
2015-06-22,24.28,0.63,0.09,-0.06,-0.16,-0.24,0.02080807492866182,-0.026557577419922842,0.06513930217096166,0.01098670686615105,-0.0035288964720211788,0.028133134708572687,-0.015281196235119391,0.006264002584930636,0.06684761007383043,0.07417266985374127,0.08544905103854485,0.026573751452513863,0.020085477723224925,0.016426562476412544,0.0,0.04190048251039692,0.02102607232968889,0.5,-0.6400000000000006,1.5400000000000027,0.25,-0.08000000000000185,0.6300000000000026,-0.3400000000000034,0.14000000000000054,1.5700000000000005,1.7000000000000028,2.0,0.5999999999999979,0.4499999999999993,0.37000000000000105,0.0,0.9200000000000016,0.2657142857142887,0.2278571428571432,0.2366666666666681,0.2843121981581547,0.2385603001977685,0.2086681638203665,0.08221168297936976,0.04298376759333422,0.023466351929690262,1.0
2015-06-23,24.49,0.12,0.24,0.27,-0.08,0.0,0.008611904772778655,0.02080807492866182,-0.026557577419922842,0.06513930217096166,0.01098670686615105,-0.0035288964720211788,0.028133134708572687,-0.015281196235119391,0.07898841131863027,0.06684761007383043,0.07417266985374127,0.08544905103854485,0.026573751452513863,0.020085477723224925,0.016426562476412544,0.0,0.008649093904447902,0.2099999999999973,0.5,-0.6400000000000006,1.5400000000000027,0.25,-0.08000000000000185,0.6300000000000026,-0.3400000000000034,1.8599999999999997,1.5700000000000005,1.7000000000000028,2.0,0.5999999999999979,0.4499999999999993,0.37000000000000105,0.0,0.34428571428571786,0.22214285714285964,0.21952380952381034,0.2656203012056757,0.2334025434478555,0.2064450175730741,-0.0652687068199812,0.04622518524852581,0.045401932541731416,-1.0
2015-06-24,23.52,-0.79,-0.14,0.13,0.18,-0.01,-0.040413747933650136,0.008611904772778655,0.02080807492866182,-0.026557577419922842,0.06513930217096166,0.01098670686615105,-0.0035288964720211788,0.028133134708572687,0.027587956518828963,0.07898841131863027,0.06684761007383043,0.07417266985374127,0.08544905103854485,0.026573751452513863,0.020085477723224925,0.016426562476412544,-0.03960800326663938,-0.9699999999999988,0.2099999999999973,0.5,-0.6400000000000006,1.5400000000000027,0.25,-0.08000000000000185,0.6300000000000026,0.6400000000000006,1.8599999999999997,1.5700000000000005,1.7000000000000028,2.0,0.5999999999999979,0.4499999999999993,0.37000000000000105,0.11571428571428655,0.14428571428571146,0.19666666666666546,-0.04358409411402064,0.06730381376230454,0.08652161552786808,-0.09234106116409813,-0.07014052604230181,-0.08564055263211579,-1.0
2015-06-25,22.98,-0.25,0.33,-0.2,0.18,-0.08,-0.023226850609816545,-0.040413747933650136,0.008611904772778655,0.02080807492866182,-0.026557577419922842,0.06513930217096166,0.01098670686615105,-0.0035288964720211788,-0.06077819626194905,0.027587956518828963,0.07898841131863027,0.06684761007383043,0.07417266985374127,0.08544905103854485,0.026573751452513863,0.020085477723224925,-0.022959183673469385,-0.5399999999999991,-0.9699999999999988,0.2099999999999973,0.5,-0.6400000000000006,1.5400000000000027,0.25,-0.08000000000000185,-1.4400000000000013,0.6400000000000006,1.8599999999999997,1.5700000000000005,1.7000000000000028,2.0,0.5999999999999979,0.4499999999999993,0.049999999999997165,0.06428571428571672,0.16047619047619222,-0.1677499510067868,-0.01593679713348095,0.0235559814479096,-0.07710479682605452,-0.03978523858195393,-0.1147692989356952,1.0
2015-06-26,23.61,-0.06,-0.19,0.45,0.32,0.35,0.0270460786768119,-0.023226850609816545,-0.040413747933650136,0.008611904772778655,0.02080807492866182,-0.026557577419922842,0.06513930217096166,0.01098670686615105,-0.007174540165214321,-0.06077819626194905,0.027587956518828963,0.07898841131863027,0.06684761007383043,0.07417266985374127,0.08544905103854485,0.026573751452513863,0.02741514360313313,0.629999999999999,-0.5399999999999991,-0.9699999999999988,0.2099999999999973,0.5,-0.6400000000000006,1.5400000000000027,0.25,-0.1700000000000017,-1.4400000000000013,0.6400000000000006,1.8599999999999997,1.5700000000000005,1.7000000000000028,2.0,0.5999999999999979,0.10428571428571233,0.09071428571428797,0.20619047619047493,0.03179567538155936,0.07208716992484909,0.08304528241687238,-0.11370805474782443,-0.016080486071227695,-0.16938659068241813,-1.0
2015-06-29,22.58,-2.15,-0.41,0.18,0.31,0.1,-0.04460579237590559,0.0270460786768119,-0.023226850609816545,-0.040413747933650136,0.008611904772778655,0.02080807492866182,-0.026557577419922842,0.06513930217096166,-0.0725884074697817,-0.007174540165214321,-0.06077819626194905,0.027587956518828963,0.07898841131863027,0.06684761007383043,0.07417266985374127,0.08544905103854485,-0.043625582380347305,-1.0300000000000011,0.629999999999999,-0.5399999999999991,-0.9699999999999988,0.2099999999999973,0.5,-0.6400000000000006,1.5400000000000027,-1.7000000000000028,-0.1700000000000017,-1.4400000000000013,0.6400000000000006,1.8599999999999997,1.5700000000000005,1.7000000000000028,2.0,-0.2628571428571469,0.02857142857142847,0.129999999999999,-0.23374091064831504,-0.0777858848014219,-0.026298801154805318,0.11847944895963748,-0.029345282144773943,-0.1719245229144828,1.0
2015-06-30,22.81,0.33,0.3,-0.67,-0.31,-0.63,0.010134477574780731,-0.04460579237590559,0.0270460786768119,-0.023226850609816545,-0.040413747933650136,0.008611904772778655,0.02080807492866182,-0.026557577419922842,-0.0710658346677797,-0.0725884074697817,-0.007174540165214321,-0.06077819626194905,0.027587956518828963,0.07898841131863027,0.06684761007383043,0.07417266985374127,0.010186005314437585,0.23000000000000045,-1.0300000000000011,0.629999999999999,-0.5399999999999991,-0.9699999999999988,0.2099999999999973,0.5,-0.6400000000000006,-1.6799999999999995,-1.7000000000000028,-0.1700000000000017,-1.4400000000000013,0.6400000000000006,1.8599999999999997,1.5700000000000005,1.7000000000000028,-0.1385714285714279,0.03785714285714548,0.08047619047619038,-0.11775951474593073,-0.0358987223181515,-0.0012543357658785224,0.05568746667075963,-0.03371705161224303,-0.0643540305762742,-1.0
2015-07-01,22.43,0.6,-0.75,-0.06,0.19,0.07,-0.01679968776417962,0.010134477574780731,-0.04460579237590559,0.0270460786768119,-0.023226850609816545,-0.040413747933650136,0.008611904772778655,0.02080807492866182,-0.04745177449830923,-0.0710658346677797,-0.0725884074697817,-0.007174540165214321,-0.06077819626194905,0.027587956518828963,0.07898841131863027,0.06684761007383043,-0.01665935992985523,-0.37999999999999895,0.23000000000000045,-1.0300000000000011,0.629999999999999,-0.5399999999999991,-0.9699999999999988,0.2099999999999973,0.5,-1.09,-1.6799999999999995,-1.7000000000000028,-0.1700000000000017,-1.4400000000000013,0.6400000000000006,1.8599999999999997,1.5700000000000005,-0.2642857142857125,0.0007142857142845571,0.06380952380952465,-0.1833243348486384,-0.08233795432317237,-0.03777130611182145,-0.008511843317077659,-0.0007865355864561385,-0.07490496261565971,-1.0
2015-07-02,21.27,-0.11,-0.61,-0.04,-0.07,0.0,-0.05310171931997112,-0.01679968776417962,0.010134477574780731,-0.04460579237590559,0.0270460786768119,-0.023226850609816545,-0.040413747933650136,0.008611904772778655,-0.07732664320846379,-0.04745177449830923,-0.0710658346677797,-0.0725884074697817,-0.007174540165214321,-0.06077819626194905,0.027587956518828963,0.07898841131863027,-0.051716451181453404,-1.16,-0.37999999999999895,0.23000000000000045,-1.0300000000000011,0.629999999999999,-0.5399999999999991,-0.9699999999999988,0.2099999999999973,-1.7100000000000009,-1.09,-1.6799999999999995,-1.7000000000000028,-0.1700000000000017,-1.4400000000000013,0.6400000000000006,1.8599999999999997,-0.4600000000000009,-0.05785714285714505,-0.005238095238095042,-0.4275177729566906,-0.2275963329610597,-0.14519177824907106,0.06615324196566863,0.11287820025488415,0.009232568585138544,1.0
